Series Name,Series Code,Country Name,Country Code,1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.671428571
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.671428571
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.671428571
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.633333333
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.375862069
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.88
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.658333333
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.578947368
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.1
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.73
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.35
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.533333333
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.024590164
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.011111111
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.28
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.208823529
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.807142857
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.39
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.644444444
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.39
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.259090909
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.212068966
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.158333333
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.811538462
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.66666667
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.625
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.625
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.443478261
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.372222222
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.6
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.6
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.441176471
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.885714286
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.571428571
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.44
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.44
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.752173913
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.752173913
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.752173913
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.965
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.7
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.3,..,..,..,..,..,17.3,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.6,..,..,..,..,..,5.2,..,..,..,..,..,5.7,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18,..,..,..,12.5,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.1,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.9,..,..,..,32.7,..,..,..,..,..,..,14.5,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.1,..,..,..,4.5,..,..,..,..,..,..,8.6,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.9,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.1,..,..,..,1.9,..,..,..,..,..,1.7,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.5,..,..,..,..,..,7.6,..,..,..,..,..,..,..,..,5.4,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.5,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.7,..,..,..,..,20.5,..,..,..,..,10.2,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.7,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.6,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,..,..,..,..,..,..,9.4,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.5,..,..,..,..,..,15.7,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,..,..,..,30.5,..,..,..,..,..,..,21.8,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,..,..,..,19.4,..,..,..,..,..,17.7,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.5,..,..,..,50.7,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.9,..,17.8,..,..,..,20.3,..,..,..,..,..,10.3,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.9,..,..,..,..,..,..,..,11.3,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.5,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.5,..,..,..,..,..,..,34,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.1,..,..,..,..,..,..,..,..,..,..,..,31.9
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.8,..,..,..,..,..,..,..,..,25.9,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.4,..,..,..,47.7,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.9,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,..,..,..,28.7,..,..,..,..,..,..,21.2,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
